beat,p1,p2,p3,period,y,beat_error,rate_deviation,lift_time,amplitude
1,0.03208000000000064,0.03528000000000064,0.04344000000000064,?,0,?,?,0.011359999999999995,249.41374633562418
2,0.19944000000000064,0.20264000000000065,0.21080000000000065,0.16736,0.0006933333333333513,?,?,0.011360000000000009,249.41374633562387
3,0.3655200000000007,0.3690400000000007,0.3770400000000007,0.16608000000000003,0.00010666666666672708,0.0006399999999999878,?,0.01152000000000003,246.0031562954479
4,0.5328800000000007,0.5360800000000007,0.5442400000000006,0.16736,0.0008000000000000784,0.0006399999999999878,55.29600000003132,0.011359999999999926,249.4137463356257
5,0.6989600000000007,0.7023200000000007,0.7103200000000006,0.16608,0.0002133333333334264,0.0006400000000000017,55.29600000003132,0.011359999999999926,249.4137463356257
6,0.8663200000000006,0.8696800000000007,0.8778400000000007,0.16735999999999995,0.0009066666666667222,0.0006399999999999739,55.29600000000254,0.011520000000000086,246.00315629544673
7,1.0325600000000008,1.0359200000000008,1.043760000000001,0.16624000000000017,0.00048000000000023024,0.0005599999999998939,96.76800000002963,0.011200000000000099,252.92256769792982
8,1.1999200000000008,1.2031200000000009,1.2111200000000009,0.16735999999999995,0.001173333333333526,0.0005599999999998939,138.24000000007112,0.011200000000000099,252.92256769792982
9,1.3660000000000008,1.3693600000000008,1.3772000000000009,0.16608,0.0005866666666668741,0.0006399999999999739,96.76800000002963,0.011200000000000099,252.92256769792982
10,1.533360000000001,1.5365600000000008,1.5447200000000008,0.16736000000000018,0.001280000000000392,0.0006400000000000849,55.29600000004571,0.011359999999999815,249.41374633562808
11,1.699440000000001,1.7028000000000008,1.7108000000000008,0.16608,0.0006933333333337399,0.0006400000000000849,55.29600000010326,0.011359999999999815,249.41374633562808
12,1.866800000000001,1.8700000000000008,1.878160000000001,0.16735999999999995,0.0013866666666670358,0.0006399999999999739,55.29600000004571,0.011360000000000037,249.41374633562327
13,2.032880000000001,2.0362400000000007,2.0442400000000007,0.16608,0.0008000000000003837,0.0006399999999999739,55.295999999988155,0.011359999999999815,249.41374633562808
14,2.200240000000001,2.203440000000001,2.211600000000001,0.16735999999999995,0.0014933333333336796,0.0006399999999999739,55.295999999988155,0.011360000000000259,249.4137463356185
15,2.366480000000001,2.369840000000001,2.377840000000001,0.16624000000000017,0.0010666666666671876,0.0005599999999998939,96.76800000002963,0.011359999999999815,249.41374633562808
16,2.533840000000001,2.537040000000001,2.545040000000001,0.16735999999999995,0.0017600000000004834,0.0005599999999998939,138.24000000007112,0.011200000000000099,252.92256769792982
17,2.699920000000001,2.703280000000001,2.711280000000001,0.16608,0.0011733333333338314,0.0006399999999999739,96.76800000002963,0.011359999999999815,249.41374633562808
18,2.867280000000001,2.870480000000001,2.8786400000000008,0.16735999999999995,0.0018666666666671272,0.0006399999999999739,55.295999999988155,0.011359999999999815,249.41374633562808
19,3.033360000000001,3.036880000000001,3.0447200000000008,0.16608,0.0012800000000004752,0.0006399999999999739,55.295999999988155,0.011359999999999815,249.41374633562808
20,3.200720000000001,3.203920000000001,3.211920000000001,0.16735999999999995,0.001973333333333771,0.0006399999999999739,55.295999999988155,0.011200000000000099,252.92256769792982
21,3.366800000000001,3.370160000000001,3.378160000000001,0.16608,0.001386666666667119,0.0006399999999999739,55.295999999988155,0.011360000000000259,249.4137463356185
22,3.534160000000001,3.537360000000001,3.545520000000001,0.16735999999999995,0.002080000000000415,0.0006399999999999739,55.295999999988155,0.011360000000000259,249.4137463356185
23,3.700400000000001,3.703760000000001,3.711760000000001,0.16624000000000017,0.0016533333333339228,0.0005599999999998939,96.76800000002963,0.011359999999999815,249.41374633562808
24,3.867760000000001,3.870960000000001,3.8791200000000012,0.16735999999999995,0.0023466666666672187,0.0005599999999998939,138.24000000007112,0.011360000000000259,249.4137463356185
25,4.0338400000000005,4.03704,4.0452,0.16607999999999956,0.0017600000000001226,0.000640000000000196,96.76799999991452,0.011359999999999815,249.41374633562808
26,4.201200000000001,4.204560000000001,4.212720000000001,0.1673600000000004,0.0024533333333338625,0.000640000000000418,55.29599999987305,0.011519999999999975,246.00315629544906
27,4.367280000000001,4.370800000000001,4.378640000000001,0.16608,0.0018666666666672105,0.000640000000000196,55.29600000010326,0.011359999999999815,249.41374633562808
28,4.5346400000000004,4.538,4.54616,0.1673599999999995,0.0025600000000000622,0.0006399999999997519,55.295999999988155,0.011519999999999975,246.00315629544906
29,4.7007200000000005,4.70408,4.71208,0.16608,0.00197333333333341,0.0006399999999997519,55.29599999975794,0.011359999999999815,249.41374633562808
30,4.868080000000001,4.871440000000001,4.879600000000001,0.1673600000000004,0.00266666666666715,0.000640000000000196,55.295999999988155,0.011519999999999975,246.00315629544906
31,5.034160000000001,5.037520000000001,5.045680000000001,0.16608,0.002080000000000498,0.000640000000000196,55.29600000021837,0.011519999999999975,246.00315629544906
32,5.20152,5.204880000000001,5.21304,0.1673599999999995,0.00277333333333335,0.0006399999999997519,55.295999999988155,0.011519999999999975,246.00315629544906
33,5.3677600000000005,5.370960000000001,5.37912,0.16624000000000017,0.002346666666666858,0.0005599999999996719,96.76799999979941,0.011359999999999815,249.41374633562808
34,5.535120000000001,5.538320000000001,5.546640000000001,0.1673600000000004,0.0030400000000005978,0.000560000000000116,138.24000000007112,0.011519999999999975,246.00315629544906
35,5.701200000000001,5.704560000000001,5.712720000000001,0.16608,0.0024533333333339458,0.000640000000000196,96.76800000025985,0.011519999999999975,246.00315629544906
36,5.86856,5.871920000000001,5.88008,0.1673599999999995,0.0031466666666667975,0.0006399999999997519,55.295999999988155,0.011519999999999975,246.00315629544906
37,6.0346400000000004,6.03816,6.04616,0.16608,0.0025600000000001455,0.0006399999999997519,55.29599999975794,0.011519999999999975,246.00315629544906
38,6.202000000000001,6.205360000000001,6.213360000000001,0.1673600000000004,0.0032533333333338854,0.000640000000000196,55.295999999988155,0.011359999999999815,249.41374633562808
39,6.368240000000001,6.371600000000001,6.379600000000001,0.16624000000000017,0.0028266666666673934,0.000560000000000116,96.76800000025985,0.011359999999999815,249.41374633562808
40,6.5356000000000005,6.538800000000001,6.546800000000001,0.1673599999999995,0.003520000000000245,0.0005599999999996719,138.24000000007112,0.011200000000000543,252.9225676979199
41,6.7016800000000005,6.704880000000001,6.713040000000001,0.16608,0.002933333333333593,0.0006399999999997519,96.76799999979941,0.011360000000000703,249.41374633560886
42,6.869040000000001,6.872240000000001,6.880400000000001,0.1673600000000004,0.003626666666667333,0.000640000000000196,55.295999999988155,0.011359999999999815,249.41374633562808
