beat,p1,p2,p3,period,y,beat_error,rate_deviation,lift_time,amplitude
1,0.00792000000000064,0.01416000000000064,0.02216000000000064,?,0,?,?,0.014240000000000001,234.42346037793146
2,0.18296000000000065,0.18984000000000065,0.20328000000000065,0.17504,-0.02496000000000001,?,?,0.020320000000000005,165.71402249521702
3,0.4028000000000007,0.4104800000000007,0.4247200000000007,0.21984000000000006,-0.005119999999999958,0.02240000000000003,?,0.021919999999999995,154.04882948527154
4,0.5852000000000006,0.5917600000000006,0.6058400000000007,0.1823999999999999,-0.022720000000000073,0.018720000000000084,-622.0800000000106,0.020640000000000103,163.23338667972254
5,0.8047200000000007,0.8189600000000007,0.8268000000000006,0.21952000000000005,-0.003200000000000036,0.018560000000000076,898.5599999999635,0.02207999999999999,152.977171944226
6,0.9874400000000007,0.9936800000000007,1.007120000000001,0.18272,-0.020480000000000054,0.018400000000000027,898.5599999999873,0.019680000000000253,170.9218655511683
7,1.206960000000001,1.2146400000000008,1.228720000000001,0.21952000000000027,-0.0009599999999997944,0.01840000000000014,967.6800000000565,0.02176,155.1365944484103
8,1.389680000000001,1.3964000000000008,1.4101600000000007,0.18272,-0.018239999999999812,0.01840000000000014,967.6800000001045,0.02047999999999983,164.4638317633621
9,1.6093600000000008,1.6168800000000008,1.6229600000000008,0.21967999999999988,0.0014400000000000523,0.01847999999999994,1002.2400000000192,0.013600000000000056,245.27479299688494
10,1.7920800000000008,1.798640000000001,1.811760000000001,0.18272,-0.015839999999999965,0.01847999999999994,1036.7999999999338,0.019680000000000142,170.92186555116925
11,2.011760000000001,2.0252000000000008,2.033360000000001,0.21968000000000032,0.003840000000000343,0.018480000000000163,1036.8000000000297,0.02159999999999984,156.24082436183045
12,2.1943200000000007,2.200880000000001,2.214480000000001,0.1825599999999996,-0.013600000000000056,0.018560000000000354,1002.2400000000431,0.020160000000000178,166.98442859820727
13,2.414000000000001,2.420720000000001,2.434960000000001,0.21968000000000032,0.006080000000000252,0.018560000000000354,967.6799999999606,0.02096000000000009,160.82992629610203
14,2.596720000000001,2.602640000000001,2.617040000000001,0.18271999999999977,-0.011199999999999988,0.018480000000000274,1002.2399999999952,0.020320000000000338,165.71402249521438
15,2.816240000000001,2.822640000000001,2.832240000000001,0.21952000000000016,0.00832000000000016,0.018400000000000194,1002.2399999999952,0.016000000000000014,209.09575613555012
16,2.998960000000001,3.005520000000001,3.017680000000001,0.18272000000000022,-0.008959999999999635,0.018399999999999972,967.6800000000565,0.018719999999999626,179.41323056301974
17,3.218480000000001,3.225680000000001,3.239760000000001,0.21951999999999972,0.01056000000000007,0.01839999999999975,967.6800000000565,0.021279999999999966,158.50016293319896
18,3.401200000000001,3.407600000000001,3.420080000000001,0.18272000000000022,-0.006719999999999726,0.01839999999999975,967.6799999999606,0.018879999999999786,177.93705331607904
19,3.620560000000001,3.627920000000001,3.642480000000001,0.21936,0.012640000000000262,0.018319999999999892,933.1200000000221,0.021919999999999717,154.04882948527344
20,3.803440000000001,3.809040000000001,3.823280000000001,0.18287999999999993,-0.0044799999999998175,0.018240000000000034,933.1200000000221,0.019839999999999858,169.5878415891803
21,4.022800000000001,4.030800000000001,4.044720000000001,0.21936,0.014880000000000171,0.018240000000000034,967.6799999999606,0.021919999999999717,154.04882948527344
22,4.205680000000001,4.212560000000001,4.2256800000000005,0.18287999999999993,-0.0022399999999999087,0.018240000000000034,967.6799999999606,0.019999999999999574,168.27553482999252
23,4.425040000000001,4.432880000000001,4.447120000000001,0.21936,0.01712000000000008,0.018240000000000034,967.6799999999606,0.022079999999999878,152.97717194422674
24,4.607920000000001,4.614960000000001,4.628240000000001,0.18287999999999993,0,0.018240000000000034,967.6799999999606,0.020319999999999894,165.71402249521785
25,4.827280000000001,4.835440000000001,4.849520000000001,0.21936,0.01935999999999999,0.018240000000000034,967.6799999999606,0.022240000000000038,151.92127458898875
26,5.010320000000001,5.017040000000001,5.030640000000001,0.1830400000000001,0.0024000000000000687,0.018159999999999954,1002.2399999999952,0.020319999999999894,165.71402249521785
27,5.229680000000001,5.237360000000001,5.251120000000001,0.21936,0.021760000000000057,0.018159999999999954,1036.8000000000297,0.021440000000000126,157.36188742963492
28,5.412560000000001,5.418960000000001,5.432240000000001,0.18287999999999993,0.0046399999999999775,0.018240000000000034,1002.2399999999952,0.019680000000000142,170.92186555116925
29,5.631920000000001,5.639280000000001,5.653840000000001,0.21936,0.023999999999999966,0.018240000000000034,967.6799999999606,0.021919999999999717,154.04882948527344
30,5.814960000000001,5.822000000000001,5.835440000000001,0.1830400000000001,0.007040000000000046,0.018159999999999954,1002.2399999999952,0.020480000000000054,164.46383176336033
31,6.034320000000001,6.04168,6.056400000000001,0.21936,0.026400000000000035,0.018159999999999954,1036.8000000000297,0.022079999999999878,152.97717194422674
32,6.217200000000001,6.224080000000001,6.236560000000001,0.18287999999999993,0.009279999999999955,0.018240000000000034,1002.2399999999952,0.019359999999999822,173.65721720448823
33,6.436720000000001,6.444400000000001,6.458960000000001,0.21952000000000016,0.028800000000000103,0.018320000000000114,1002.2399999999952,0.022240000000000038,151.92127458898875
34,6.619600000000001,6.626480000000001,6.640240000000001,0.18287999999999993,0.011680000000000024,0.018320000000000114,1036.8000000000297,0.020640000000000214,163.23338667972172
35,6.838960000000001,6.846480000000001,6.86056,0.21936,0.031040000000000012,0.018240000000000034,1002.2399999999952,0.021599999999999397,156.24082436183355
36,7.021840000000001,7.028080000000001,7.042160000000001,0.18287999999999993,0.013919999999999932,0.018240000000000034,967.6799999999606,0.020319999999999894,165.71402249521785
